fastq_aspera	run_accession
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915101/SRR6915101_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915101/SRR6915101_2.fastq.gz	SRR6915101
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915107/SRR6915107_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915107/SRR6915107_2.fastq.gz	SRR6915107
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915109/SRR6915109_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915109/SRR6915109_2.fastq.gz	SRR6915109
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915117/SRR6915117_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915117/SRR6915117_2.fastq.gz	SRR6915117
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915119/SRR6915119_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915119/SRR6915119_2.fastq.gz	SRR6915119
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915124/SRR6915124_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915124/SRR6915124_2.fastq.gz	SRR6915124
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915126/SRR6915126_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915126/SRR6915126_2.fastq.gz	SRR6915126
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915129/SRR6915129_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915129/SRR6915129_2.fastq.gz	SRR6915129
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915130/SRR6915130_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915130/SRR6915130_2.fastq.gz	SRR6915130
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915139/SRR6915139_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915139/SRR6915139_2.fastq.gz	SRR6915139
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915140/SRR6915140_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915140/SRR6915140_2.fastq.gz	SRR6915140
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915145/SRR6915145_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915145/SRR6915145_2.fastq.gz	SRR6915145
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915147/SRR6915147_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915147/SRR6915147_2.fastq.gz	SRR6915147
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/002/SRR6915152/SRR6915152_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/002/SRR6915152/SRR6915152_2.fastq.gz	SRR6915152
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915155/SRR6915155_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915155/SRR6915155_2.fastq.gz	SRR6915155
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915158/SRR6915158_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915158/SRR6915158_2.fastq.gz	SRR6915158
